科类,院系,专业,最高分,最低分,平均分,省份,年份
理科,生命科学学院,生物科学类,468,423,446,青海,2017
理科,数据科学与计算机学院（软件学院）,软件工程,576,571,574,青海,2017
理科,物理与天文学院,物理学,560,560,560,青海,2017
理科,药学院（广州）,药学,571,559,565,青海,2017
理科,中山医学院,临床医学,609,598,604,青海,2017
理科,航空航天学院,理论与应用力学,545,545,545,青海,2017
,,,,,,青海,2017
文科,法学院,法学,603,602,603,宁夏,2017
文科,国际翻译学院,外国语言文学类,605,605,605,宁夏,2017
文科,社会学与人类学学院,人类学,604,604,604,宁夏,2017
文科,社会学与人类学学院,社会学,613,609,611,宁夏,2017
文科,中国语言文学系（广州）,汉语言文学,,,,宁夏,2017
文科,中国语言文学系（珠海）,汉语言文学,614,614,614,宁夏,2017
理科,地理科学与规划学院,地理科学类,597,597,597,宁夏,2017
理科,公共卫生学院（广州）,预防医学,585,574,580,宁夏,2017
理科,国际翻译学院,外国语言文学类,,,,宁夏,2017
理科,化学工程与技术学院,化学工程与工艺,586,583,585,宁夏,2017
理科,化学学院,化学类,584,584,584,宁夏,2017
理科,岭南学院,经济学类,599,599,599,宁夏,2017
理科,生命科学学院,生物科学类,573,573,573,宁夏,2017
理科,数据科学与计算机学院（软件学院）,软件工程,596,596,596,宁夏,2017
理科,数学学院（珠海）,数学类,,,,宁夏,2017
理科,数学学院（广州）,数学类,589,588,589,宁夏,2017
理科,药学院（深圳）,药学,580,572,577,宁夏,2017
理科,中山医学院,康复治疗学,,,,宁夏,2017
理科,中山医学院,临床医学,583,583,583,宁夏,2017
理科,中山医学院,临床医学（八年制）,620,617,619,宁夏,2017
文科,传播与设计学院,新闻传播学类,597,597,597,内蒙古,2017
文科,法学院,法学,590,590,590,内蒙古,2017
文科,管理学院,工商管理类,,,,内蒙古,2017
文科,管理学院,工商管理,589,589,589,内蒙古,2017
文科,国际金融学院,经济学类,,,,内蒙古,2017
文科,国际翻译学院,外国语言文学类,579,579,579,内蒙古,2017
文科,哲学系（珠海）,哲学,589,588,589,内蒙古,2017
理科,大气科学学院,大气科学类,619,610,615,内蒙古,2017
理科,地理科学与规划学院,地理科学类,628,628,628,内蒙古,2017
理科,地球科学与工程学院,地质学类,621,621,621,内蒙古,2017
理科,电子与信息工程学院,光电信息科学与工程,628,628,628,内蒙古,2017
理科,国际翻译学院,外国语言文学类,,,,内蒙古,2017
理科,国际金融学院,经济学类,,,,内蒙古,2017
理科,国际金融学院,金融学,642,635,639,内蒙古,2017
理科,海洋工程与技术学院,海洋科学,616,616,616,内蒙古,2017
理科,旅游学院,旅游管理类,629,629,629,内蒙古,2017
理科,生命科学学院,生物科学类,627,627,627,内蒙古,2017
理科,数据科学与计算机学院,保密管理,621,621,621,内蒙古,2017
理科,数据科学与计算机学院,计算机类,641,640,641,内蒙古,2017
理科,数学学院（广州）,数学类,,,,内蒙古,2017
理科,数学学院（珠海）,数学类,638,602,625,内蒙古,2017
理科,心理学系,心理学类,630,630,630,内蒙古,2017
理科,药学院（广州）,药学,,,,内蒙古,2017
理科,药学院（深圳）,药学,629,617,624,内蒙古,2017
理科,哲学系（广州）,哲学,,,,内蒙古,2017
理科,中山医学院,临床医学,651,649,650,内蒙古,2017
理科,中山医学院,临床医学（八年制）,656,656,656,内蒙古,2017
理科,中山医学院,医学检验技术,,,,内蒙古,2017
理科,资讯管理学院,信息管理与信息系统,634,634,634,内蒙古,2017
理科,智能工程学院,自动化,634,630,632,内蒙古,2017
,,,,,,内蒙古,2017
文科,传播与设计学院,新闻传播学类,619,615,617,江西,2017
文科,法学院,法学,622,617,620,江西,2017
文科,管理学院,工商管理类,,,,江西,2017
文科,管理学院,工商管理,623,621,622,江西,2017
文科,国际翻译学院,外国语言文学类,612,612,612,江西,2017
文科,国际关系学院,国际政治,619,618,619,江西,2017
文科,国际金融学院,工商管理类,620,617,619,江西,2017
文科,国际金融学院,经济学类,,,,江西,2017
文科,历史学系（珠海）,历史学,,,,江西,2017
文科,历史学系（广州）,历史学,617,613,615,江西,2017
文科,岭南学院,经济学类,622,621,622,江西,2017
文科,社会学与人类学学院,人类学,617,617,617,江西,2017
文科,外国语学院,德语,614,613,613,江西,2017
文科,外国语学院,法语,616,616,616,江西,2017
文科,外国语学院,英语,614,614,614,江西,2017
文科,哲学系（珠海）,哲学,,,,江西,2017
文科,哲学系（广州）,哲学,616,612,614,江西,2017
文科,政治与公共事务管理学院,公共管理类,618,615,617,江西,2017
文科,中国语言文学系（广州）,汉语言文学,622,613,618,江西,2017
文科,资讯管理学院,图书情报与档案管理类,613,612,613,江西,2017
理科,材料科学与工程学院,材料类,628,623,626,江西,2017
理科,大气科学学院,大气科学类,626,626,626,江西,2017
理科,地理科学与规划学院,地理科学类,633,624,629,江西,2017
理科,地理科学与规划学院,水文与水资源工程,,,,江西,2017
理科,地球科学与地质工程学院,地质学类,620,619,620,江西,2017
理科,电子与通信工程学院,电子信息类,631,627,628,江西,2017
理科,电子与信息工程学院,电子信息类,,,,江西,2017
理科,电子与信息工程学院,微电子科学与工程,630,626,628,江西,2017
理科,法学院,法学,,,,江西,2017
理科,工学院,交通工程,626,621,623,江西,2017
理科,工学院,能源与动力工程,,,,江西,2017
理科,公共卫生学院（广州）,预防医学,,,,江西,2017
理科,公共卫生学院（深圳）,预防医学,627,620,622,江西,2017
理科,管理学院,工商管理类,,,,江西,2017
理科,管理学院,工商管理,638,636,637,江西,2017
理科,光华口腔医学院,口腔医学（5+3）,644,633,639,江西,2017
理科,国际金融学院,经济学类,,,,江西,2017
理科,国际金融学院,金融学,641,634,638,江西,2017
理科,海洋科学学院,海洋科学,625,620,623,江西,2017
理科,化学学院,化学类,,,,江西,2017
理科,化学工程与技术学院,化学工程与工艺,628,621,625,江西,2017
理科,环境科学与工程学院,环境科学与工程类,626,624,625,江西,2017
理科,岭南学院,经济学类,642,641,642,江西,2017
理科,旅游学院,旅游管理类,623,623,623,江西,2017
理科,生命科学学院,生物科学类,628,620,624,江西,2017
理科,数据科学与计算机学院,计算机类,642,631,636,江西,2017
理科,数据科学与计算机学院（软件学院）,软件工程,630,627,628,江西,2017
理科,数学学院（广州）,数学类,,,,江西,2017
理科,数学学院（珠海）,数学类,646,623,632,江西,2017
理科,物理学院（广州）,光电信息科学与工程,643,622,630,江西,2017
文科,传播与设计学院,新闻传播学类,607,607,607,吉林,2017
文科,法学院,法学,603,601,602,吉林,2017
文科,管理学院,工商管理类,,,,吉林,2017
文科,管理学院,工商管理,616,612,614,吉林,2017
文科,国际翻译学院,外国语言文学类,624,594,606,吉林,2017
文科,岭南学院,经济学类,619,618,619,吉林,2017
文科,社会学与人类学学院,社会学,598,594,596,吉林,2017
文科,外国语学院,日语,604,599,602,吉林,2017
文科,政治与公共事务管理学院,公共管理类,603,601,602,吉林,2017
文科,中国语言文学系（广州）,汉语言文学,,,,吉林,2017
文科,中国语言文学系（珠海）,汉语言文学,612,601,607,吉林,2017
文科,资讯管理学院,图书情报与档案管理类,,,,吉林,2017
理科,材料科学与工程学院,材料类,,,,吉林,2017
理科,材料学院,材料类,637,632,635,吉林,2017
理科,大气科学学院,大气科学类,633,630,632,吉林,2017
理科,地理科学与规划学院,地理科学类,631,629,630,吉林,2017
理科,电子与通信工程学院,电子信息类,655,634,641,吉林,2017
理科,电子与信息工程学院,电子信息类,,,,吉林,2017
理科,电子与信息工程学院,光电信息科学与工程,633,625,628,吉林,2017
理科,工学院,能源与动力工程,,,,吉林,2017
理科,公共卫生学院（广州）,预防医学,631,626,629,吉林,2017
理科,管理学院,工商管理类,,,,吉林,2017
理科,管理学院,工商管理,649,643,646,吉林,2017
理科,光华口腔医学院,口腔医学,,,,吉林,2017
理科,国际翻译学院,外国语言文学类,,,,吉林,2017
理科,国际金融学院,经济学类,,,,吉林,2017
理科,国际金融学院,金融学,645,643,644,吉林,2017
理科,海洋工程与技术学院,海洋科学,633,623,628,吉林,2017
理科,化学学院,化学类,,,,吉林,2017
理科,化学工程与技术学院,化学工程与工艺,629,625,626,吉林,2017
理科,岭南学院,经济学类,661,656,659,吉林,2017
理科,旅游学院,旅游管理类,634,618,627,吉林,2017
理科,生命科学学院,生物科学类,642,634,638,吉林,2017
理科,数据科学与计算机学院,计算机类,637,635,636,吉林,2017
理科,数据科学与计算机学院（软件学院）,软件工程,635,635,635,吉林,2017
理科,数学学院（广州）,数学类,,,,吉林,2017
理科,数学学院（珠海）,数学类,654,650,652,吉林,2017
理科,物理与天文学院,物理学,,,,吉林,2017
理科,物理学院(广州）,物理学,624,624,624,吉林,2017
理科,哲学系(广州）,哲学,628,627,628,吉林,2017
理科,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,627,627,627,吉林,2017
理科,中山医学院,法医学,,,,吉林,2017
理科,中山医学院,临床医学（八年制）,667,660,664,吉林,2017
理科,中山医学院,临床医学,658,628,642,吉林,2017
理科,中山医学院,医学检验技术,,,,吉林,2017
理科,航空航天学院,理论与应用力学,631,624,628,吉林,2017
文科,传播与设计学院,新闻传播学类,643,635,639,湖南,2017
文科,法学院,法学,642,636,639,湖南,2017
文科,管理学院,工商管理类,,,,湖南,2017
文科,管理学院,工商管理,645,643,644,湖南,2017
文科,国际翻译学院,外国语言文学类,637,637,637,湖南,2017
文科,国际关系学院,国际政治,636,635,636,湖南,2017
文科,国际金融学院,工商管理类,646,642,644,湖南,2017
文科,历史学系（珠海）,历史学,,,,湖南,2017
文科,历史学系（广州）,历史学,634,616,625,湖南,2017
文科,岭南学院,经济学类,648,647,648,湖南,2017
文科,旅游学院,旅游管理类,,,,湖南,2017
文科,社会学与人类学学院,人类学,639,634,637,湖南,2017
文科,外国语学院,德语,642,642,642,湖南,2017
文科,外国语学院,法语,639,633,636,湖南,2017
文科,外国语学院,英语,646,641,643,湖南,2017
文科,哲学系（广州）,哲学,633,618,626,湖南,2017
文科,哲学系（珠海）,哲学,639,636,638,湖南,2017
文科,政治与公共事务管理学院,公共管理类,641,640,640,湖南,2017
文科,中国语言文学系（广州）,汉语言文学,,,,湖南,2017
文科,中国语言文学系（珠海）,汉语言文学,644,637,641,湖南,2017
文科,资讯管理学院,图书情报与档案管理类,636,636,636,湖南,2017
理科,材料科学与工程学院,材料类,637,633,635,湖南,2017
理科,传播与设计学院,新闻传播学类,,,,湖南,2017
理科,大气科学学院,大气科学类,630,630,630,湖南,2017
理科,地理科学与规划学院,城乡规划,636,632,634,湖南,2017
理科,地理科学与规划学院,地理科学类,629,629,629,湖南,2017
理科,地理科学与规划学院,水文与水资源工程,,,,湖南,2017
理科,地球科学与工程学院,地质学类,610,610,610,湖南,2017
理科,电子与信息工程学院,电子信息类,,,,湖南,2017
理科,电子与通信工程学院,电子信息类,640,638,639,湖南,2017
理科,法学院,法学,637,636,637,湖南,2017
理科,工学院,交通工程,638,633,635,湖南,2017
理科,工学院,生物医学工程,,,,湖南,2017
理科,生物医学工程学院,生物医学工程,630,629,630,湖南,2017
理科,公共卫生学院（广州）,预防医学,,,,湖南,2017
理科,公共卫生学院(深圳),预防医学,637,629,632,湖南,2017
理科,管理学院,工商管理类,,,,湖南,2017
理科,管理学院,工商管理,647,644,646,湖南,2017
理科,光华口腔医学院,口腔医学（5+3）,645,643,644,湖南,2017
理科,国际翻译学院,外国语言文学类,,,,湖南,2017
理科,国际金融学院,经济学类,,,,湖南,2017
理科,国际金融学院,金融学,646,645,646,湖南,2017
理科,海洋科学学院,海洋科学,630,629,630,湖南,2017
理科,化学学院,化学类,,,,湖南,2017
理科,化学工程与技术学院,化学工程与工艺,635,619,628,湖南,2017
理科,环境科学与工程学院,环境科学与工程类,636,632,635,湖南,2017
理科,岭南学院,经济学类,649,646,648,湖南,2017
理科,旅游学院,旅游管理类,644,631,636,湖南,2017
理科,社会学与人类学学院,人类学,,,,湖南,2017
理科,生命科学学院,生物科学类,646,634,638,湖南,2017
文科,传播与设计学院,新闻传播学类,625,621,623,湖北,2017
文科,法学院,法学,633,614,621,湖北,2017
文科,管理学院,工商管理类,,,,湖北,2017
文科,管理学院,会计学,626,624,625,湖北,2017
文科,国际翻译学院,外国语言文学类,615,615,615,湖北,2017
文科,国际金融学院,工商管理类,626,624,625,湖北,2017
文科,历史学系（广州）,历史学,,,,湖北,2017
文科,历史学系（珠海）,历史学,614,613,614,湖北,2017
文科,岭南学院,经济学类,633,630,632,湖北,2017
文科,旅游学院,旅游管理类,616,616,616,湖北,2017
文科,社会学与人类学学院,人类学,615,615,615,湖北,2017
文科,社会学与人类学学院,社会学,620,617,619,湖北,2017
文科,外国语学院,德语,626,618,622,湖北,2017
文科,哲学系（广州）,哲学,,,,湖北,2017
文科,哲学系（珠海）,哲学,614,614,614,湖北,2017
文科,政治与公共事务管理学院,公共管理类,622,615,618,湖北,2017
文科,中国语言文学系（广州）,汉语言文学,627,614,620,湖北,2017
文科,中国语言文学系（珠海）,汉语言文学,,,,湖北,2017
文科,资讯管理学院,图书情报与档案管理类,616,614,615,湖北,2017
理科,材料科学与工程学院,材料类,,,,湖北,2017
理科,材料学院,材料类,615,612,613,湖北,2017
理科,大气科学学院,大气科学类,643,614,629,湖北,2017
理科,地理科学与规划学院,城乡规划,617,617,617,湖北,2017
理科,地理科学与规划学院,地理科学类,613,611,612,湖北,2017
理科,"地球科学与
工程学院",地质学类,611,611,611,湖北,2017
理科,电子与信息工程学院,电子信息类,628,612,621,湖北,2017
理科,电子与信息工程学院,光电信息科学与工程,616,611,613,湖北,2017
理科,工学院,交通工程,611,611,611,湖北,2017
理科,工学院,理论与应用力学,613,611,612,湖北,2017
理科,公共卫生学院（广州）,预防医学,648,613,624,湖北,2017
理科,管理学院,工商管理类,,,,湖北,2017
理科,管理学院,会计学,639,629,634,湖北,2017
理科,光华口腔医学院,口腔医学,624,621,623,湖北,2017
理科,光华口腔医学院,口腔医学（5+3）,647,628,638,湖北,2017
理科,国际翻译学院,外国语言文学类,,,,湖北,2017
理科,国际金融学院,经济学类,,,,湖北,2017
理科,国际金融学院,金融学,639,633,636,湖北,2017
理科,海洋工程与技术学院,海洋科学,611,601,606,湖北,2017
理科,化学工程与技术学院,化学工程与工艺,,,,湖北,2017
理科,化学学院,化学类,634,611,617,湖北,2017
理科,环境科学与工程学院,环境科学与工程类,611,611,611,湖北,2017
理科,岭南学院,经济学类,645,642,643,湖北,2017
理科,旅游学院,旅游管理类,611,611,611,湖北,2017
理科,生命科学学院,生物科学类,627,611,618,湖北,2017
理科,数据科学与计算机学院,计算机类,628,626,627,湖北,2017
理科,数据科学与计算机学院(软件学院）,软件工程,621,615,617,湖北,2017
理科,数学学院（广州）,数学类,633,618,625,湖北,2017
理科,数学学院（珠海）,数学类,,,,湖北,2017
理科,物理与天文学院,物理学,,,,湖北,2017
理科,物理学院（广州）,物理学,622,616,619,湖北,2017
文科,传播与设计学院,新闻传播学类,638,638,638,云南,2017
文科,法学院,法学,641,640,641,云南,2017
文科,管理学院,工商管理类,,,,云南,2017
文科,管理学院,会计学,650,650,650,云南,2017
文科,国际翻译学院,外国语言文学类,645,645,645,云南,2017
文科,国际金融学院,工商管理类,646,645,646,云南,2017
文科,历史学系（珠海）,历史学,634,634,634,云南,2017
文科,岭南学院,经济学类,647,644,646,云南,2017
文科,社会学与人类学学院,人类学,,,,云南,2017
文科,社会学与人类学学院,社会学,647,635,641,云南,2017
文科,外国语学院,法语,643,641,642,云南,2017
文科,哲学系（广州）,哲学,,,,云南,2017
文科,哲学系（珠海）,哲学,630,630,630,云南,2017
文科,政治与公共事务管理学院,公共管理类,644,640,642,云南,2017
文科,中国语言文学系（珠海）,汉语言文学,,,,云南,2017
文科,中国语言文学系（广州）,汉语言文学,641,641,641,云南,2017
文科,资讯管理学院,图书情报与档案管理类,643,640,642,云南,2017
理科,材料科学与工程学院,材料类,624,606,612,云南,2017
理科,大气科学学院,大气科学类,621,612,617,云南,2017
理科,地理科学与规划学院,城乡规划,623,623,623,云南,2017
理科,地理科学与规划学院,地理科学类,622,621,622,云南,2017
理科,地球科学与工程学院,地质学类,,,,云南,2017
理科,电子与信息工程学院,电子信息类,628,625,627,云南,2017
理科,电子与信息工程学院,光电信息科学与工程,627,621,624,云南,2017
理科,电子与信息工程学院,微电子科学与工程,628,628,628,云南,2017
理科,法学院,法学,,,,云南,2017
理科,工学院,交通工程,630,630,630,云南,2017
理科,工学院,理论与应用力学,620,620,620,云南,2017
理科,公共卫生学院（广州）,预防医学,632,622,628,云南,2017
理科,管理学院,工商管理类,,,,云南,2017
理科,管理学院,会计学,636,629,633,云南,2017
理科,光华口腔医学院,口腔医学（5+3）,639,630,635,云南,2017
理科,国际翻译学院,外国语言文学类,,,,云南,2017
理科,国际金融学院,经济学类,,,,云南,2017
理科,国际金融学院,金融学,654,632,643,云南,2017
理科,海洋科学学院,海洋科学,,,,云南,2017
理科,海洋工程与技术学院,海洋科学,624,624,624,云南,2017
理科,化学工程与技术学院,化学工程与工艺,,,,云南,2017
理科,化学学院,化学类,627,622,625,云南,2017
理科,岭南学院,经济学类,639,635,637,云南,2017
理科,旅游学院,旅游管理类,620,619,620,云南,2017
理科,生命科学学院,生物科学类,634,632,633,云南,2017
理科,数据科学与计算机学院,计算机类,632,631,632,云南,2017
理科,数据科学与计算机学院,信息与计算科学,633,633,633,云南,2017
理科,数据科学与计算机学院（软件学院）,软件工程,636,626,632,云南,2017
理科,数学学院（广州）,数学类,,,,云南,2017
理科,数学学院（珠海）,数学类,635,633,634,云南,2017
理科,物理学院（广州）,物理学,635,635,635,云南,2017
理科,心理学系,心理学,625,625,625,云南,2017
理科,药学院（广州）,药学,,,,云南,2017
文科,传播与设计学院,新闻传播学类,639,639,639,贵州,2017
文科,法学院,法学,654,653,654,贵州,2017
文科,管理学院,工商管理,659,659,659,贵州,2017
文科,国际翻译学院,外国语言文学类,632,632,632,贵州,2017
文科,国际金融学院,工商管理类,659,655,657,贵州,2017
文科,历史学系（珠海）,历史学,634,634,634,贵州,2017
文科,岭南学院,经济学类,663,660,662,贵州,2017
文科,社会学与人类学学院,人类学,636,636,636,贵州,2017
文科,社会学与人类学学院,社会学,656,656,656,贵州,2017
文科,外国语学院,英语,650,650,650,贵州,2017
文科,哲学系（广州）,哲学,644,636,640,贵州,2017
文科,政治与公共事务管理学院,公共管理类,635,635,635,贵州,2017
文科,中国语言文学系（广州）,汉语言文学,,,,贵州,2017
文科,中国语言文学系（珠海）,汉语言文学,631,631,631,贵州,2017
文科,资讯管理学院,图书情报与档案管理类,638,630,634,贵州,2017
理科,材料科学与工程学院,材料类,,,,贵州,2017
理科,材料学院,材料类,609,609,609,贵州,2017
理科,大气科学学院,大气科学类,612,612,612,贵州,2017
理科,地理科学与规划学院,城乡规划,617,617,617,贵州,2017
理科,地理科学与规划学院,地理科学类,605,605,605,贵州,2017
理科,地理科学与规划学院,水文与水资源工程,,,,贵州,2017
理科,地球科学与工程学院,地质学类,604,604,604,贵州,2017
理科,电子与信息工程学院,微电子科学与工程,609,606,608,贵州,2017
理科,电子与信息工程学院,电子信息类,,,,贵州,2017
理科,电子与通信工程学院,电子信息类,621,610,617,贵州,2017
理科,工学院,能源与动力工程,,,,贵州,2017
理科,生物医学工程学院,生物医学工程,585,585,585,贵州,2017
理科,公共卫生学院（广州）,预防医学,,,,贵州,2017
理科,公共卫生学院（深圳）,预防医学,624,624,624,贵州,2017
理科,管理学院,工商管理类,,,,贵州,2017
理科,管理学院,工商管理,627,625,626,贵州,2017
理科,光华口腔医学院,口腔医学,622,622,622,贵州,2017
理科,国际翻译学院,外国语言文学类,,,,贵州,2017
理科,国际金融学院,工商管理类,,,,贵州,2017
理科,国际金融学院,经济学类,,,,贵州,2017
理科,国际金融学院,金融学,631,622,627,贵州,2017
理科,海洋科学学院,海洋科学,616,610,613,贵州,2017
理科,化学学院,化学类,,,,贵州,2017
理科,化学工程与技术学院,化学工程与工艺,606,605,606,贵州,2017
理科,环境科学与工程学院,环境科学与工程类,606,606,606,贵州,2017
理科,岭南学院,经济学类,633,633,633,贵州,2017
理科,旅游学院,旅游管理类,609,587,604,贵州,2017
理科,生命科学学院,生物科学类,623,609,618,贵州,2017
理科,数据科学与计算机学院,计算机类,626,618,622,贵州,2017
理科,数据科学与计算机学院（软件学院）,软件工程,,,,贵州,2017
